name,lat,lon,city,type,address,type_of_place,distance_from_company
Bar VIA,37.77927,-122.390797,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.77927, -122.390797]}}","138 King St (btwn 2nd St & 3rd St), San Francisco, CA 94107",Bar,39.0
Bravado Italian Coffee Bar and Lounge,37.778826,-122.391488,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.778826, -122.391488]}}","170 King St (at 3rd St.), San Francisco, CA 94107",Bar,98.0
California Wine Bar,37.778625,-122.390257,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.778625, -122.390257]}}","101 King St, San Francisco, CA 94107",Bar,108.0
Field Club Bar,37.77862,-122.389899,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.77862, -122.389899]}}","24 Willie Mays Plz, San Francisco, CA 94107",Bar,109.0
The Bar San Francisco,37.77888,-122.392495,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.77888, -122.392495]}}","701 3rd St (Townsend), San Francisco, CA 94107",Bar,167.0
Kaiyo Rooftop,37.778736,-122.39237,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.778736, -122.39237]}}","701 3rd St, San Francisco, CA 94107",Bar,169.0
Cable Car Bar,37.778403,-122.389312,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.778403, -122.389312]}}","24 Willie Mays Plz (at AT&T Park), San Francisco, CA 94107",Bar,181.0
Alchemist Bar & Lounge,37.779264,-122.393019,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.779264, -122.393019]}}","679 3rd St (Townsend St), San Francisco, CA 94107",Bar,207.0
The Ketel One Bar,37.778338,-122.388448,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.778338, -122.388448]}}","24 Willie Mays Plz, San Francisco, CA 94107",Bar,240.0
baR/GA,37.781649,-122.393446,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.781649, -122.393446]}}","35 S Park St, San Francisco, CA 94107",Bar,350.0
Champions Bar,37.776143,-122.389394,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.776143, -122.389394]}}","100 Terry A Francois Blvd (3rd Street), San Francisco, CA 94158",Bar,390.0
Hakashi Japanese Sushi Bar & Grill,37.78147,-122.396232,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.78147, -122.396232]}}","474 3rd St, San Francisco, CA 94107",Bar,536.0
Whispers Bar & Grill,37.786131,-122.396793,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.786131, -122.396793]}}","299 2nd St (at Folsom), San Francisco, CA 94105",Bar,895.0
Red's Java House,37.787229,-122.387383,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787229, -122.387383]}}","551 the Embarcadero (at Bryant St), San Francisco, CA 94105",Bar,910.0
The Bar,37.770906,-122.390377,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.770906, -122.390377]}}","601 Mission Bay Blvd N (4th Street), San Francisco, CA 94158",Bar,953.0
B Restaurant & Bar,37.784487,-122.401643,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.784487, -122.401643]}}","720 Howard St (btw 4th & 5th), San Francisco, CA 94103",Bar,1119.0
Natoma Cabana,37.787524,-122.398667,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787524, -122.398667]}}","90 Natoma St (at 2nd St), San Francisco, CA 94105",Bar,1130.0
W6 Coffee Bar,37.790172,-122.389646,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.790172, -122.389646]}}","345 Spear St (Folsom), San Francisco, CA 94105",Bar,1197.0
Novela,37.787133,-122.401225,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787133, -122.401225]}}","662 Mission St (at Annie St), San Francisco, CA 94105",Bar,1239.0
InterContinental Bar,37.782009,-122.404579,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.782009, -122.404579]}}","888 Howard St, San Francisco, CA 94103",Bar,1247.0
Mars Bar & Restaurant,37.773254,-122.4032,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.773254, -122.4032]}}","798 Brannan St (at 7th St), San Francisco, CA 94103",Bar,1293.0
83 Proof,37.790083,-122.397671,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.790083, -122.397671]}}","83 1st St (btwn Market & Mission), San Francisco, CA 94105",Bar,1324.0
The Lark Bar,37.787251,-122.403096,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787251, -122.403096]}}","29 3rd St (Market), San Francisco, CA 94103",Bar,1365.0
Kona's Street Market,37.787127,-122.403447,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787127, -122.403447]}}","32 3rd St, San Francisco, CA 94103",Bar,1386.0
Louie's Bar,37.789605,-122.39965,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.789605, -122.39965]}}","55 Stevenson St (at 1st St), San Francisco, CA 94105",Bar,1392.0
Executive Order Bar & Lounge,37.78338,-122.405879,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.78338, -122.405879]}}","868 Mission St, San Francisco, CA 94103",Bar,1400.0
Pied Piper Bar & Grill,37.78826,-122.401865,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.78826, -122.401865]}}","2 New Montgomery St, San Francisco, CA 94105",Bar,1417.0
Local Edition,37.787577,-122.403115,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787577, -122.403115]}}","691 Market St (at 3rd St), San Francisco, CA 94105",Bar,1422.0
MKT Restaurant and Bar,37.786416,-122.404624,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.786416, -122.404624]}}","757 Market St (at Stevenson St), San Francisco, CA 94103",Bar,1437.0
Four Seasons Bar,37.786557,-122.404489,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.786557, -122.404489]}}","757 Market St, San Francisco, CA 94103",Bar,1450.0
Iron Horse Coffee Bar,37.788238,-122.403871,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.788238, -122.403871]}}","25 Maiden Ln, San Francisco, CA 94108",Bar,1508.0
Nespresso Boutique Bar,37.787576,-122.404836,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787576, -122.404836]}}","90 Grant Ave (at Geary St), San Francisco, CA 94108",Bar,1543.0
Hardwood Bar & Smokery,37.77043,-122.404757,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.77043, -122.404757]}}","680 8th St (Brannan St.), San Francisco, CA 94103",Bar,1572.0
Coffee Bar,37.790309,-122.402416,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.790309, -122.402416]}}","101 Montgomery St (at Sutter St), San Francisco, CA 94104",Bar,1591.0
Raven Bar,37.775665,-122.408936,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.775665, -122.408936]}}","1151 Folsom St (btw 7th St. and 8th St.), San Francisco, CA 94103",Bar,1644.0
Wolfe's Espresso Bar,37.766377,-122.399644,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.766377, -122.399644]}}","1220 16th St, San Francisco, CA 94107",Bar,1652.0
Mikkeller Bar,37.783829,-122.408988,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.783829, -122.408988]}}","34 Mason St (at Market St), San Francisco, CA 94102",Bar,1685.0
Basil Thai Restaurant & Bar,37.775449,-122.40921,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.775449, -122.40921]}}","1175 Folsom St (at Eighth), San Francisco, CA 94103",Bar,1691.0
The Irish Bank Bar and Restaurant,37.790411,-122.404931,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.790411, -122.404931]}}","10 Mark Ln (at Harlan Pl.), San Francisco, CA 94108",Bar,1735.0
Bar Fluxus,37.790335,-122.40507,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.790335, -122.40507]}}","18 Harlan Pl (Grant), San Francisco, CA 94108",Bar,1736.0
The Ramp Restaurant,37.764097,-122.387109,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.764097, -122.387109]}}","855 Terry A Francois Blvd (at Illinois St), San Francisco, CA 94158",Bar,1740.0
Harborview Restaurant And Bar,37.795232,-122.39611,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.795232, -122.39611]}}","4 Embarcadero Ctr, San Francisco, CA 94111",Bar,1767.0
Chai Bar By David Rio,37.781644,-122.410651,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.781644, -122.410651]}}","1019 Market St (at 6th St), San Francisco, CA 94103",Bar,1774.0
Royal Exchange,37.79412,-122.399128,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.79412, -122.399128]}}","301 Sacramento St (at Front), San Francisco, CA 94111",Bar,1789.0
The Bar Method San Francisco - Downtown,37.794896,-122.397094,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.794896, -122.397094]}}","3 Embarcadero Ctr, San Francisco, CA 94111",Bar,1789.0
La Lucha Coffee Bar,37.765108,-122.399999,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.765108, -122.399999]}}","1600 17th St, San Francisco, CA 94107",Bar,1794.0
Driftwood,37.774581,-122.410306,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.774581, -122.410306]}}","1225 Folsom St (btwn 8th & 9th), San Francisco, CA 94103",Bar,1807.0
Eno Wine Bar,37.787439,-122.408771,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787439, -122.408771]}}","320 Geary St, San Francisco, CA 94102",Bar,1808.0
Big Bar,37.783438,-122.410685,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.783438, -122.410685]}}","98 Turk St (Taylor St), San Francisco, CA 94102",Bar,1809.0
Hog Island Oyster Bar,37.795596,-122.393478,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.795596, -122.393478]}}","1 Ferry Building (at The Embarcadero), San Francisco, CA 94111",Bar,1850.0
Rhythm Ethics Productions,37.778185,-122.393888,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.778185, -122.393888]}}","Townsend Street, San Francisco, CA 94107",Night Club,315.0
City Nights,37.782039,-122.397771,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.782039, -122.397771]}}","715 Harrison St (3rd St), San Francisco, CA 94107",Night Club,667.0
Temple Nightclub,37.787904,-122.397112,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.787904, -122.397112]}}","540 Howard St (btwn 1st & 2nd St), San Francisco, CA 94105",Night Club,1094.0
Covered Wagon Saloon,37.77989,-122.403666,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.77989, -122.403666]}}","917 Folsom St (at 5th), San Francisco, CA 94107",Night Club,1124.0
The Endup,37.777293,-122.403871,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.777293, -122.403871]}}","401 6th St (at Harrison St), San Francisco, CA 94103",Night Club,1187.0
1015 Folsom,37.778128,-122.405784,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.778128, -122.405784]}}","1015 Folsom St (at 6th St), San Francisco, CA 94103",Night Club,1330.0
Monarch,37.780935,-122.408387,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.780935, -122.408387]}}","101 6th St (at Mission St), San Francisco, CA 94103",Night Club,1576.0
Raven Bar,37.775665,-122.408936,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.775665, -122.408936]}}","1151 Folsom St (btw 7th St. and 8th St.), San Francisco, CA 94103",Night Club,1644.0
Club Six,37.781406,-122.40949,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.781406, -122.40949]}}","60 6th St (btwn Market & Mission St), San Francisco, CA 94103",Night Club,1662.0
Crazy Horse Gentlemen's Club,37.782842,-122.409933,San Francisco,"{'typepoint': {'type': 'Point', 'coordinates': [37.782842, -122.409933]}}","980 Market St, San Francisco, CA 94102",Night Club,1728.0
