name,lat,lon,city,type,address,type_of_place,distance_from_company
Horace Mann Elementary School,40.806612,-74.011085,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.806612, -74.011085]}}","1215 83rd St, North Bergen, NJ 07047",Elementary School,8.480025636876222
Public School 180,40.807675,-73.955676,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.807675, -73.955676]}}","370 W 120th St (Manhattan), New York, NY 10027",Elementary School,8.68726802722075
Redeemer Lutheran School,40.701239,-73.881552,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.701239, -73.881552]}}","6926 Cooper Ave (69th Pl), Ridgewood, NY 11385",Elementary School,8.669203228294222
Public School 144,40.714876,-73.852774,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.714876, -73.852774]}}","9302 69th Ave (btw Juno St. and Kessel St.), Flushing, NY 11375",Elementary School,8.91287623476743
St Ephrem School,40.625964,-74.015817,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.625964, -74.015817]}}","7415 Fort Hamilton Pkwy, Brooklyn, NY 11228",Elementary School,9.036329015567846
Ps 159 Isaac Pitkin,40.675995,-73.869718,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.675995, -73.869718]}}","2781 Pitkin Ave, Brooklyn, NY 11208",Elementary School,9.159030448570087
P.S. 101 - The School In The Gardens,40.715229,-73.843273,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.715229, -73.843273]}}","2 Russell Pl, Forest Hills, NY 11375",Elementary School,9.27972377183028
Ps 193 Gil Hodges,40.621813,-73.950313,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.621813, -73.950313]}}","2515 Avenue L (at Bedford Ave), Brooklyn, NY 11210",Elementary School,9.388682226241798
P S 128 Audubon,40.841128,-73.938543,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.841128, -73.938543]}}","560 W 169th St (Broadway), New York, NY 10032",Elementary School,10.533967874264253
Dos Puentes Elementary School,40.8505,-73.93406,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.8505, -73.93406]}}","185 Wadsworth Ave, New York, NY 10033",Elementary School,10.651221526979509
Public School 117,40.709586,-73.813181,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.709586, -73.813181]}}","8515 143rd St (at 85th Ave), Briarwood, NY 11435",Elementary School,11.299355323090648
Our Lady of Grace Church,40.592818,-73.967048,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.592818, -73.967048]}}","430 Avenue W (btw 3rd & 4th), Brooklyn, NY 11223",Elementary School,11.351335613638737
Champions at Belleville School #7,40.801276,-74.163756,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.801276, -74.163756]}}","20 Passaic Ave (Joralemon st), Belleville, NJ 07109",Elementary School,11.53913737593508
St Lukes Roman Catholic Church,40.784607,-73.809597,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.784607, -73.809597]}}","1634 Clintonville St (at Locke Ave), Whitestone, NY 11357",Elementary School,11.688262559761789
Ps 130,40.759789,-73.783909,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.759789, -73.783909]}}","20001 42nd Ave, Bayside, NY 11361",Elementary School,11.696405507435832
Public School 162,40.748532,-73.776792,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.748532, -73.776792]}}","20102 53rd Ave, Bayside, NY 11364",Elementary School,11.706997809300464
Lowell Elementary School,40.895866,-74.022876,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.895866, -74.022876]}}","1025 Lincoln Pl, Teaneck, NJ 07666",Elementary School,11.83820164969532
P S 169 Q,40.782325,-73.778272,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.782325, -73.778272]}}","1825 212th St (at 23rd Ave), Bayside, NY 11360",Elementary School,11.820645005318143
Bryant Primary School,40.903913,-73.997255,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.903913, -73.997255]}}","1 E Tryon Ave, Teaneck, NJ 07666",Elementary School,11.885045227795727
Oak View Elementary School,40.839707,-74.172238,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.839707, -74.172238]}}","150 Garrabrant Ave, Bloomfield, NJ 07003",Elementary School,12.317880847119064
Brookdale Elementary School,40.832947,-74.181924,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.832947, -74.181924]}}","1230 Broad St, Bloomfield, NJ 07003",Elementary School,12.403553573665102
George Washington Elementary School,40.706213,-74.228157,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.706213, -74.228157]}}","1530 Leslie St, Hillside, NJ 07205",Elementary School,12.693777705296498
Lincoln Elementary School,40.917423,-74.007476,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.917423, -74.007476]}}","115 Highview Ave (Schoolcraft Rd), Bergenfield, NJ 07621",Elementary School,12.903635106868952
Whaley Farm Airstrip,53.067137,-0.148616,New York,"{'typepoint': {'type': 'Point', 'coordinates': [53.067137, -0.148616]}}",,Airport,6496.379542684781
John F Kennedy International Airport,40.639447,-73.779317,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.639447, -73.779317]}}",,Airport,5860.177409700864
La Guardia Airport,40.777199,-73.872597,New York,"{'typepoint': {'type': 'Point', 'coordinates': [40.777199, -73.872597]}}",,Airport,5864.933732328821
